id:ID,:LABEL,preflabel,synonyms:IGNORE,description
HP:0000316,DISO,Hypertelorism,NA,None
ZFIN:ZDB-GENE-000616-13,GENE,appa,NA,None
WormBase:WBGene00007256,GENE,swsn-9,NA,None
NCBIGene:838655,GENE,AT1G20670,NA,None
GO:0035377,PHYS,transepithelial water transport,NA,None
NCBIGene:455185,GENE,NFE2L1,NA,None
NCBIGene:841831,GENE,AT1G53930,NA,None
MP:0005389,DISO,reproductive system phenotype,NA,None
RGD:1307521,GENE,Klhl6,NA,None
HP:0001006,DISO,Hypotrichosis,NA,None
NCBIGene:100556427,GENE,fos,NA,None
MGI:1929866,GENE,Rgs20,NA,None
NCBIGene:705061,GENE,NFE2,NA,None
NCBIGene:396101,GENE,AVP,NA,None
NCBIGene:100621165,GENE,UBXN1,NA,None
MP:0000141,DISO,abnormal vertebral body morphology,NA,None
NCBIGene:100013924,GENE,MID2,NA,None
RGD:1307730,GENE,Nfe2l3,NA,None
Xenbase:XB-GENE-980602,GENE,nrf1,NA,None
ZFIN:ZDB-GENE-001221-1,GENE,nrf1,NA,None
RGD:1309899,GENE,Rad23a,NA,None
UBERON:0001906,ANAT,subthalamic nucleus,NA,None
GO:0072232,PHYS,metanephric proximal convoluted tubule segment 2 development,NA,None
DOID:5041,DISO,esophageal cancer,NA,None
NCBIGene:825879,GENE,AT4G05310,NA,None
NCBIGene:748891,GENE,AQP11,NA,None
RGD:628763,GENE,Aqp11,NA,None
FlyBase:FBgn0039625,GENE,beta4GalNAcTB,NA,None
FlyBase:FBgn0261647,GENE,Axud1,NA,None
Xenbase:XB-GENE-941566,GENE,csrnp1,NA,None
NCBIGene:705806,GENE,ELAVL1,NA,None
MP:0010878,DISO,increased trabecular bone volume,NA,None
NCBIGene:780781,GENE,LOC780781,NA,None
HP:0001880,DISO,Eosinophilia,NA,None
NCBIGene:841095,GENE,ABF2,NA,None
HP:0002205,DISO,Recurrent respiratory infections,NA,None
MGI:96910,GENE,Maff,NA,None
GO:0003700,PHYS,"transcription factor activity, sequence-specific DNA binding",NA,None
FBbt:00000462PHENOTYPE,DISO,Drosophila embryonic/larval muscle system phenotype,NA,None
MP:0009356,DISO,decreased liver triglyceride level,NA,None
NCBIGene:106995371,GENE,HCFC1,NA,None
NCBIGene:416700,GENE,EXOC4,NA,None
NCBIGene:714604,GENE,GK5,NA,None
UBERON:0002081,ANAT,cardiac atrium,NA,None
WormBase:WBGene00006371,GENE,syx-3,NA,None
MONARCH:bb465aebae18710f,GENO,Aqp1<tm1b(EUCOMM)Wtsi>/Aqp1<tm1b(EUCOMM)Wtsi> [C57BL/6NTac-MRC Harwell-H-AQP1-C01-TM1B],NA,None
MGI:1923694,GENE,Krtap4-7,NA,None
MGI:3651823,GENE,Gm11555,NA,None
MGI:3650331,GENE,Gm11568,NA,None
NCBIGene:100564868,GENE,ptpro,NA,None
NCBIGene:424629,GENE,FAF1,NA,None
NCBIGene:537285,GENE,TRIM23,NA,None
AQTLTrait:1004,GENO,Somatic cell count,NA,None
WormBase:WBGene00010991,GENE,R03D7.5,NA,None
NCBIGene:416181,GENE,FBXW11,NA,None
NCBIGene:840024,GENE,KUF1,NA,None
GO:0002684,PHYS,positive regulation of immune system process,NA,None
NCBIGene:100552250,GENE,trim23,NA,None
NCBIGene:100560700,GENE,kiaa1958,NA,None
NCBIGene:100032038,GENE,RPS27A,NA,None
ZFIN:ZDB-GENE-030912-10,GENE,hcfc1a,NA,None
NCBIGene:100563779,GENE,hcfc1,NA,None
NCBIGene:397550,GENE,STAT5A,NA,None
NCBIGene:395518,GENE,MAFK,NA,None
GO:0005789,PHYS,endoplasmic reticulum membrane,NA,None
MP:0000759,DISO,abnormal skeletal muscle morphology,NA,None
NCBIGene:395556,GENE,STAT5B,NA,None
NCBIGene:10020,GENE,GNE,NA,None
UBERON:0002021,ANAT,occipital lobe,NA,None
MGI:2444310,GENE,Fsd2,NA,None
NCBIGene:100068362,GENE,FSD2,NA,None
MP:0006398,DISO,increased long bone epiphyseal plate size,NA,None
MGI:2152389,GENE,Ivns1abp,NA,None
NCBIGene:5973,GENE,RENBP,NA,None
NCBIGene:100030405,GENE,CAPN1,NA,None
WormBase:WBGene00016939,GENE,C55B6.1,NA,None
NCBIGene:100031114,GENE,LOC100031114,NA,None
ZFIN:ZDB-GENE-090603-1,GENE,ccdc57,NA,None
MGI:1918526,GENE,Ccdc57,NA,None
UBERON:0004511,ANAT,skeletal muscle tissue of rectus abdominis,NA,None
NCBIGene:538702,GENE,LOC538702,NA,None
NCBIGene:698083,GENE,IKZF3,NA,None
MP:0002177,DISO,abnormal outer ear morphology,NA,None
NCBIGene:696386,GENE,TRIM23,NA,None
ZFIN:ZDB-GENE-060929-804,GENE,trim23,NA,None
NCBIGene:100618309,GENE,PLD2,NA,None
NCBIGene:698835,GENE,AQP11,NA,None
NCBIGene:100512279,GENE,KCTD17,NA,None
NCBIGene:57159,GENE,TRIM54,NA,None
UBERON:0001385,ANAT,tibialis anterior,NA,None
Xenbase:XB-GENE-994313,GENE,bach2,NA,None
NCBIGene:696210,GENE,KCTD17,NA,None
MP:0001697,DISO,abnormal embryo size,NA,None
Xenbase:XB-GENE-6067152,GENE,egfr,NA,None
NCBIGene:527363,GENE,KLHL6,NA,None
NCBIGene:100563165,GENE,aqp3,NA,None
WormBase:WBGene00016562,GENE,C41D11.3,NA,None
MP:0006265,DISO,increased pulse pressure,NA,None
NCBIGene:825415,GENE,BZIP53,NA,None
ZP:0000399,DISO,abnormal(ly) flat head,NA,None
NCBIGene:829826,GENE,GBF1,NA,None
ZFIN:ZDB-GENE-061110-49,GENE,gk5,NA,None
MGI:1915388,GENE,Mtus2,NA,None
ZFIN:ZDB-GENE-080327-16,GENE,lingo1a,NA,None
NCBIGene:834242,GENE,AT5G42360,NA,None
NCBIGene:100302027,GENE,IVNS1ABP,NA,None
FBcv:0002005,DISO,lethal - all die during P-stage,NA,None
UBERON:0002127,ANAT,inferior olivary complex,NA,None
HP:0000954,DISO,Single transverse palmar crease,NA,None
NCBIGene:100051905,GENE,AQP4,NA,None
NCBIGene:843755,GENE,AT1G74150,NA,None
NCBIGene:828110,GENE,AT4G03030,NA,None
NCBIGene:100155274,GENE,PSMC1,NA,None
ZFIN:ZDB-GENE-041014-85,GENE,si:dkey-88n24.5,NA,None
MP:0004985,DISO,decreased osteoclast cell number,NA,None
NCBIGene:710851,GENE,PHF12,NA,None
ZFIN:ZDB-GENE-110628-2,GENE,phf12b,NA,None
Xenbase:XB-GENE-1008519,GENE,usp15,NA,None
HP:0001000,DISO,Abnormality of skin pigmentation,NA,None
NCBIGene:100071082,GENE,B4GALT4,NA,None
MP:0003141,DISO,cardiac fibrosis,NA,None
NCBIGene:844190,GENE,SHB,NA,None
GO:0045944PHENOTYPE,PHYS,positive regulation of transcription from RNA polymerase II promoter phenotype,NA,None
MP:0002874,DISO,decreased hemoglobin content,NA,None
MGI:3781428,GENE,Gm3250,NA,None
NCBIGene:100030268,GENE,MDFI,NA,None
OMIM:610661.0003,DISO,"NGLY1, 1-BP DUP, 1370G",NA,None
:.well-known/genid/genoGM25389,GENO,NGLY1(c.1370dupG  R458FsTER) [GM25389],NA,None
NCBIGene:825333,GENE,POB1,NA,None
NCBIGene:816224,GENE,AT2G17190,NA,None
NCBIGene:451230,GENE,CD6,NA,None
NCBIGene:456846,GENE,FAF1,NA,None
NCBIGene:100563201,GENE,engase,NA,None
NCBIGene:100066350,GENE,MDFI,NA,None
NCBIGene:100524085,GENE,USP15,NA,None
NCBIGene:453764,GENE,LINGO1,NA,None
MP:0003868,DISO,abnormal feces composition,NA,None
NCBIGene:100522373,GENE,MIP,NA,None
NCBIGene:840023,GENE,RUB1,NA,None
FBcv:0000432,DISO,mitotic cell cycle defective,NA,None
KEGG-path:maphsa04962,PHYS,Vasopressin-regulated water reabsorption,NA,None
HP:0004942,DISO,Aortic aneurysm,NA,None
NCBIGene:100052571,GENE,MIP,NA,None
Xenbase:XB-GENE-989896,GENE,mafg,NA,None
MP:0005317,DISO,increased triglyceride level,NA,None
WBPhenotype:0001343,DISO,meiotic spindle defective early emb,NA,None
FBbt:00004217PHENOTYPE,DISO,photoreceptor cell R3 phenotype,NA,None
NCBIGene:467054,GENE,GNS,NA,None
WBPhenotype:0000402,DISO,avoids bacterial lawn,NA,None
MP:0000788,DISO,abnormal cerebral cortex morphology,NA,None
NCBIGene:743669,GENE,MAFF,NA,None
MGI:1916714,GENE,Krtap4-13,NA,None
NCBIGene:824627,GENE,BZIP25,NA,None
MP:0001663,DISO,abnormal digestive system physiology,NA,None
HP:0001635,DISO,Congestive heart failure,NA,None
WormBase:WBGene00000843,GENE,cup-2,NA,None
NCBIGene:838101,GENE,AT1G15320,NA,None
Xenbase:XB-GENE-939925,GENE,uba52,NA,None
GO:0016324,PHYS,apical plasma membrane,NA,None
ZP:0003365,DISO,abnormal(ly) movement quality retinal pigmented epithelium pigment granule,NA,None
NCBIGene:819234,GENE,LRB1,NA,None
Xenbase:XB-GENE-480662,GENE,aqp10,NA,None
MGI:1916028,GENE,Gucd1,NA,None
MP:0001417,DISO,decreased exploration in new environment,NA,None
ZP:0009849,DISO,abnormal(ly) has extra parts of type spinal cord towards oligodendrocyte,NA,None
NCBIGene:821720,GENE,AT3G21660,NA,None
ZFIN:ZDB-GENE-041114-160,GENE,nsfl1c,NA,None
NCBIGene:103164724,GENE,LOC103164724,NA,None
NCBIGene:100062081,GENE,CD6,NA,None
FBbt:00006015PHENOTYPE,DISO,Drosophila wing blade phenotype,NA,None
HP:0002900,DISO,Hypokalemia,NA,None
NCBIGene:100566554,GENE,wdfy3,NA,None
FlyBase:FBgn0034560,GENE,CG9235,NA,None
NCBIGene:816260,GENE,AT2G17530,NA,None
GO:0030424,PHYS,axon,NA,None
NCBIGene:100014669,GENE,AQP8,NA,None
FBbt:00004941PHENOTYPE,DISO,secondary spermatocyte phenotype,NA,None
NCBIGene:100057344,GENE,DERL1,NA,None
NCBIGene:827265,GENE,AT4G15840,NA,None
RGD:1359496,GENE,Efemp2,NA,None
NCBIGene:829611,GENE,GBF6,NA,None
WBPhenotype:0000216,DISO,cell fate specification variant,NA,None
ZFIN:ZDB-GENE-040426-1280,GENE,maff,NA,None
ZFIN:ZDB-GENE-040624-7,GENE,mafga,NA,None
NCBIGene:824489,GENE,AtCDC48B,NA,None
WormBase:WBGene00008053,GENE,cdc-48.2,NA,None
Xenbase:XB-GENE-481514,GENE,aqp9,NA,None
UBERON:0002113,ANAT,kidney,NA,None
MP:0004982,DISO,abnormal osteoclast morphology,NA,None
NCBIGene:539090,GENE,SPRY2,NA,None
NCBIGene:614912,GENE,KCTD17,NA,None
NCBIGene:830866,GENE,TGA4,NA,None
NCBIGene:100055857,GENE,USP15,NA,None
NCBIGene:720514,GENE,KEAP1,NA,None
UBERON:0000006,ANAT,islet of Langerhans,NA,None
Coriell:GM25330,GENO,NIGMS-GM25330,NA,None
FBbt:00005630PHENOTYPE,DISO,Drosophila embryonic hindgut phenotype,NA,None
NCBIGene:281040,GENE,CAV1,NA,None
NCBIGene:511328,GENE,B4GALT4,NA,None
ZFIN:ZDB-GENE-030219-125,GENE,efemp2b,NA,None
Xenbase:XB-GENE-1013529,GENE,efemp2,NA,None
MP:0003203,DISO,increased neuron apoptosis,NA,None
RGD:1308649,GENE,Elavl1,NA,None
HP:0001254,DISO,Lethargy,NA,None
NCBIGene:100029625,GENE,EGFR,NA,None
NCBIGene:100069972,GENE,FBXW11,NA,None
MP:0000440,DISO,domed cranium,NA,None
ZFIN:ZDB-GENE-131105-1,GENE,srpk2,NA,None
MGI:2387989,GENE,Csrnp1,NA,None
MP:0005380,DISO,embryo phenotype,NA,None
:.well-known/genid/mgiseqaltkey862794,GENO,tm1b(EUCOMM)Wtsi,NA,None
HP:0000492,DISO,Abnormality of the eyelid,NA,None
RGD:620171,GENE,Trafd1,NA,None
NCBIGene:837524,GENE,AT1G09920,NA,None
NCBIGene:837150,GENE,GSK1,NA,None
NCBIGene:827446,GENE,TIP2;2,NA,None
GO:0055074PHENOTYPE,PHYS,calcium ion homeostasis phenotype,NA,None
MP:0002682,DISO,decreased mature ovarian follicle number,NA,None
MP:0010096,DISO,abnormal incisor color,NA,None
NCBIGene:100145893,GENE,AQP6,NA,None
MP:0009363,DISO,abnormal secondary ovarian follicle morphology,NA,None
FBbt:00004230PHENOTYPE,DISO,Drosophila pigment cell phenotype,NA,None
CL:0000083,ANAT,epithelial cell of pancreas,NA,None
NCBIGene:100029862,GENE,UBXN2B,NA,None
WormBase:WBGene00000301,GENE,cav-1,NA,None
WBPhenotype:0000016,DISO,aldicarb hypersensitive,NA,None
NCBIGene:830710,GENE,bZIP75,NA,None
HP:0000518,DISO,Cataract,NA,None
MP:0008183,DISO,absent marginal zone B cells,NA,None
NCBIGene:702167,GENE,AQP8,NA,None
NCBIGene:339834,GENE,CCDC36,NA,None
MP:0005630,DISO,increased lung weight,NA,None
NCBIGene:281715,GENE,CREB3,NA,None
NCBIGene:832733,GENE,SK 11,NA,None
FBbt:00000154PHENOTYPE,DISO,Drosophila embryonic segment phenotype,NA,None
UBERON:0011876,ANAT,body of tongue,NA,None
NCBIGene:817796,GENE,AT2G32350,NA,None
WBPhenotype:0002186,DISO,ectopic pharyngeal muscle,NA,None
NCBIGene:100558841,GENE,rgs17,NA,None
WBPhenotype:0001202,DISO,nicotine hypersensitive,NA,None
FBbt:00005095PHENOTYPE,DISO,brain phenotype,NA,None
UBERON:0001295,ANAT,endometrium,NA,None
WBPhenotype:0000182,DISO,apoptosis reduced,NA,None
NCBIGene:104001061,GENE,EXOC3,NA,None
NCBIGene:100018582,GENE,LOC100018582,NA,None
NCBIGene:821170,GENE,BPM4,NA,None
FBbt:00004767PHENOTYPE,DISO,Drosophila anterior crossvein phenotype,NA,None
NCBIGene:10906,GENE,TRAFD1,NA,None
NCBIGene:100558954,GENE,trafd1,NA,None
ZP:0008950,DISO,abnormal(ly) arrested definitive hemopoiesis,NA,None
NCBIGene:4069,GENE,LYZ,NA,None
UBERON:0001159,ANAT,sigmoid colon,NA,None
NCBIGene:100429275,GENE,RGS17,NA,None
Xenbase:XB-GENE-950579,GENE,psmc1,NA,None
UBERON:0000998,ANAT,seminal vesicle,NA,None
WBPhenotype:0000691,DISO,gonad development variant,NA,None
HP:0006568,DISO,Increased hepatic glycogen content,NA,None
NCBIGene:100625295,GENE,GK5,NA,None
NCBIGene:704449,GENE,CAV1,NA,None
NCBIGene:100627848,GENE,SRPK2,NA,None
RGD:628795,GENE,Usp15,NA,None
MGI:3783406,GENE,Aqp1<tm1Ask>/Aqp1<tm1Ask>; Aqp5<tm1Ask>/Aqp5<tm1Ask> [involves: C57BL/6J * CD-1],NA,None
WormBase:WBGene00022703,GENE,ubxn-4,NA,None
NCBIGene:100018113,GENE,ELAVL1,NA,None
ZFIN:ZDB-GENE-060526-357,GENE,shpk,NA,None
NCBIGene:824973,GENE,SINAT2,NA,None
MGI:2686922,GENE,Klhl6,NA,None
NCBIGene:457584,GENE,IVNS1ABP,NA,None
MP:0009403,DISO,increased variability of skeletal muscle fiber size,NA,None
FBbt:00002923PHENOTYPE,DISO,Drosophila abdominal 3 ventral denticle belt phenotype,NA,None
GO:0006355PHENOTYPE,PHYS,"regulation of transcription, DNA-templated phenotype",NA,None
NCBIGene:837666,GENE,SYP125,NA,None
NCBIGene:424762,GENE,KLHL6,NA,None
GO:0071288,PHYS,cellular response to mercury ion,NA,None
RGD:70987,GENE,Faf1,NA,None
RGD:1597571,GENE,Gucd1,NA,None
MGI:105942,GENE,Hcfc1,NA,None
WBPhenotype:0000036,DISO,adult body morphology variant,NA,None
FBcv:0000386,DISO,long lived,NA,None
HP:0002716,DISO,Lymphadenopathy,NA,None
HP:0003237,DISO,Increased IgG level,NA,None
MP:0006270,DISO,abnormal mammary gland growth during lactation,NA,None
FBbt:00003361PHENOTYPE,DISO,indirect flight muscle phenotype,NA,None
FBbt:00000825PHENOTYPE,DISO,Drosophila abdominal 5 ventral acute muscle 2 phenotype,NA,None
NCBIGene:100553568,GENE,b4galt4,NA,None
NCBIGene:100013969,GENE,LOC100013969,NA,None
WBPhenotype:0001278,DISO,transgene expression reduced,NA,None
UBERON:0007318,ANAT,saphenous vein,NA,None
GO:0042493,PHYS,response to drug,NA,None
FBcv:0002024,DISO,some die during third instar larval stage,NA,None
NCBIGene:842754,GENE,AT1G64460,NA,None
NCBIGene:421809,GENE,BACH2,NA,None
NCBIGene:842243,GENE,bZIP4,NA,None
MP:0030026,DISO,small Meckel's cartilage,NA,None
NCBIGene:100018084,GENE,TRIP6,NA,None
NCBIGene:618914,GENE,MAFK,NA,None
NCBIGene:699972,GENE,AMFR,NA,None
NCBIGene:100523599,GENE,STX4,NA,None
ZP:0006365,DISO,abnormal(ly) increased branchiness CaP motoneuron axon,NA,None
Xenbase:XB-GENE-489964,GENE,maff,NA,None
MMRRC:038430,GENO,C57BL/6J-MtgxR0145Btlr,NA,None
RGD:1311472,GENE,Spry2,NA,None
NCBIGene:840402,GENE,AT1G35150,NA,None
HP:0012133,DISO,Erythroid hypoplasia,NA,None
NCBIGene:741197,GENE,TRIM54,NA,None
ZFIN:ZDB-GENE-040625-139,GENE,trim63a,NA,None
NCBIGene:100126852,GENE,GSK3B,NA,None
NCBIGene:820870,GENE,DELTA-TIP,NA,None
NCBIGene:100054508,GENE,AQP9,NA,None
NCBIGene:100565461,GENE,LOC100565461,NA,None
GO:0030534PHENOTYPE,PHYS,adult behavior phenotype,NA,None
HP:0002069,DISO,Generalized tonic-clonic seizures,NA,None
NCBIGene:417711,GENE,SRPK2,NA,None
WBPhenotype:0001652,DISO,anchor cell invasion variant,NA,None
NCBIGene:839356,GENE,GBF4,NA,None
WBPhenotype:0001919,DISO,gut granules enlarged,NA,None
MGI:3652067,GENE,Gm11559,NA,None
MP:0004000,DISO,impaired passive avoidance behavior,NA,None
GO:0006457,PHYS,protein folding,NA,None
NCBIGene:396014,GENE,NFE2L2,NA,None
GO:0005773PHENOTYPE,PHYS,vacuole phenotype,NA,None
WormBase:WBGene00000180,GENE,arc-1,NA,None
ZFIN:ZDB-GENE-080815-4,GENE,ca12,NA,None
GO:0051260,PHYS,protein homooligomerization,NA,None
NCBIGene:100515341,GENE,PHF12,NA,None
REACT:R-HSA-432040,PHYS,Vasopressin regulates renal water homeostasis via Aquaporins,NA,None
HP:0002152,DISO,Hyperproteinemia,NA,None
MP:0011085,DISO,"postnatal lethality, complete penetrance",NA,None
NCBIGene:104003264,GENE,ACP5,NA,None
NCBIGene:101059860,GENE,RPS27A,NA,None
NCBIGene:838509,GENE,AT1G19260,NA,None
NCBIGene:616677,GENE,MTUS2,NA,None
FBbt:00004653PHENOTYPE,DISO,Drosophila pretarsus phenotype,NA,None
MP:0002741,DISO,small olfactory bulb,NA,None
NCBIGene:702171,GENE,NFE2L3,NA,None
WormBase:WBGene00010251,GENE,sta-2,NA,None
NCBIGene:714405,GENE,FAF1,NA,None
NCBIGene:842980,GENE,AT1G66620,NA,None
MP:0009937,DISO,abnormal neuron differentiation,NA,None
FBbt:00000265PHENOTYPE,DISO,embryonic/larval dorsal branch phenotype,NA,None
Xenbase:XB-GENE-1014415,GENE,siah1,NA,None
NCBIGene:783679,GENE,KRTAP10-8,NA,None
MP:0002021,DISO,increased incidence of induced tumors,NA,None
MP:0002169,DISO,no abnormal phenotype detected,NA,None
NCBIGene:817367,GENE,ACA2,NA,None
NCBIGene:100623722,GENE,GNS,NA,None
NCBIGene:100519275,GENE,CSRNP1,NA,None
MP:0001240,DISO,abnormal epidermis stratum corneum morphology,NA,None
MP:0002014,DISO,increased papilloma incidence,NA,None
UBERON:0001831,ANAT,parotid gland,NA,None
NCBIGene:506238,GENE,PSMC1,NA,None
ZFIN:ZDB-GENE-030131-6266,GENE,ivns1abpb,NA,None
ZP:0000324,DISO,abnormal(ly) decreased size whole organism,NA,None
MP:0003662,DISO,abnormal long bone epiphyseal plate proliferative zone,NA,None
HP:0012443,DISO,Abnormality of brain morphology,NA,None
FBbt:00001830PHENOTYPE,DISO,Drosophila spiracular histoblast nest abdominal 4 phenotype,NA,None
RGD:1307880,GENE,B4galt4,NA,None
Xenbase:XB-GENE-5913743,GENE,stat5b,NA,None
MP:0004697,DISO,abnormal thyroid follicular cell morphology,NA,None
ZFIN:ZDB-GENE-040718-238,GENE,kctd9b,NA,None
MGI:3612242,GENE,Ccdc36,NA,None
FBbt:00005378PHENOTYPE,DISO,wing margin phenotype,NA,None
Xenbase:XB-GENE-1015246,GENE,ca12,NA,None
MGI:3622079,GENE,Krtap4-1,NA,None
MP:0001882,DISO,abnormal lactation,NA,None
FBcv:0000370,DISO,male sterile,NA,None
NCBIGene:514006,GENE,NFE2,NA,None
UBERON:0002114,ANAT,duodenum,NA,None
NCBIGene:841949,GENE,UBQ12,NA,None
FBbt:00000029PHENOTYPE,DISO,Drosophila abdominal segment 8 phenotype,NA,None
NCBIGene:8703,GENE,B4GALT3,NA,None
NCBIGene:2799,GENE,GNS,NA,None
NCBIGene:465933,GENE,HCFC1,NA,None
RGD:621790,GENE,Exoc3,NA,None
NCBIGene:468232,GENE,IKZF3,NA,None
NCBIGene:427410,GENE,VCP,NA,None
FBbt:00000095PHENOTYPE,DISO,Drosophila amnioserosa phenotype,NA,None
HP:0001322,DISO,Brain very small,NA,None
NCBIGene:100513840,GENE,TRAF2,NA,None
NCBIGene:817123,GENE,TIP4;1,NA,None
HP:0002846,DISO,Abnormality of B cells,NA,None
RGD:62068,GENE,Ptpro,NA,None
WBPhenotype:0001083,DISO,multiple cytoplasmic cavities early emb,NA,None
WBPhenotype:0000090,DISO,epidermis cuticle detached,NA,None
FBcv:0000371,DISO,male semi-sterile,NA,None
FBbt:00001882PHENOTYPE,DISO,Drosophila embryonic/larval midgut phenotype,NA,None
NCBIGene:830702,GENE,SYP132,NA,None
NCBIGene:100619324,GENE,LOC100619324,NA,None
MP:0011091,DISO,"prenatal lethality, complete penetrance",NA,None
FBbt:00001661PHENOTYPE,DISO,Drosophila genital disc primordium phenotype,NA,None
UBERON:0001765,ANAT,mammary duct,NA,None
FlyBase:FBgn0025634,GENE,CG13367,NA,None
NCBIGene:100028295,GENE,GATAD1,NA,None
MGI:1923551,GENE,Trafd1,NA,None
MP:0012767,DISO,increased KLRG1-positive NK cell number,NA,None
FBcv:0000358,DISO,small body,NA,None
MP:0001625,DISO,cardiac hypertrophy,NA,None
NCBIGene:424779,GENE,GK5,NA,None
MP:0000608,DISO,dissociated hepatocytes,NA,None
RGD:1305999,GENE,Csrnp1,NA,None
ZP:0003720,DISO,abnormal(ly) branched motor neuron axon,NA,None
GO:0043154,PHYS,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,NA,None
MP:0010844,DISO,"increased effector memory CD4-positive, alpha-beta T cell number",NA,None
NCBIGene:100057532,GENE,SIAH1,NA,None
GO:0015670,PHYS,carbon dioxide transport,NA,None
FBbt:00005101PHENOTYPE,DISO,Drosophila fascicle phenotype,NA,None
NCBIGene:100016603,GENE,TCF4,NA,None
FBbt:00000052PHENOTYPE,DISO,Drosophila embryo phenotype,NA,None
NCBIGene:100567724,GENE,exoc3,NA,None
UBERON:0006566,ANAT,left ventricle myocardium,NA,None
NCBIGene:419268,GENE,NSFL1C,NA,None
NCBIGene:100567718,GENE,jun,NA,None
NCBIGene:507654,GENE,ADAMTSL4,NA,None
GO:0035379,PHYS,carbon dioxide transmembrane transporter activity,NA,None
NCBIGene:374198,GENE,APP,NA,None
NCBIGene:100153716,GENE,UBXN2B,NA,None
NCBIGene:511999,GENE,SHPK,NA,None
NCBIGene:530189,GENE,RAD23B,NA,None
WBPhenotype:0000689,DISO,maternal sterile,NA,None
NCBIGene:527759,GENE,AQP6,NA,None
MP:0008321,DISO,small adenohypophysis,NA,None
NCBIGene:838949,GENE,AT1G23410,NA,None
NCBIGene:11007,GENE,CCDC85B,NA,None
Xenbase:XB-GENE-486122,GENE,btrc,NA,None
REACT:R-HSA-432047,PHYS,Passive transport by Aquaporins,NA,None
ZFIN:ZDB-GENE-030131-792,GENE,ubxn1,NA,None
NCBIGene:705838,GENE,CA12,NA,None
FBbt:00000434PHENOTYPE,DISO,Drosophila filzkorper phenotype,NA,None
NCBIGene:396512,GENE,FOS,NA,None
UBERON:0002031,ANAT,epithelium of bronchus,NA,None
MP:0005367,DISO,renal/urinary system phenotype,NA,None
NCBIGene:100018501,GENE,PSMC1,NA,None
WBPhenotype:0000436,DISO,protein subcellular localization variant,NA,None
NCBIGene:100557374,GENE,tcf4,NA,None
WormBase:WBGene00000149,GENE,apl-1,NA,None
HP:0012211,DISO,Abnormal renal physiology,NA,None
NCBIGene:827846,GENE,ACA4,NA,None
MP:0006080,DISO,CNS ischemia,NA,None
NCBIGene:100014510,GENE,EXOC3,NA,None
NCBIGene:453595,GENE,FSD2,NA,None
FBbt:00001668PHENOTYPE,DISO,Drosophila embryonic/larval lymph gland phenotype,NA,None
NCBIGene:828051,GENE,TIP1;3,NA,None
NCBIGene:100567766,GENE,aqp5,NA,None
NCBIGene:838812,GENE,TGA3,NA,None
CL:0000019,ANAT,sperm,NA,None
UBERON:0001949,ANAT,gingival epithelium,NA,None
MP:0001413,DISO,abnormal response to new environment,NA,None
MP:0001553,DISO,abnormal circulating free fatty acids level,NA,None
WBPhenotype:0001171,DISO,shortened life span,NA,None
NCBIGene:820717,GENE,AT3G14880,NA,None
MP:0000255,DISO,vasculature congestion,NA,None
GO:0005783,PHYS,endoplasmic reticulum,NA,None
MGI:2675296,GENE,Crebzf,NA,None
NCBIGene:816533,GENE,RPT2b,NA,None
NCBIGene:100057642,GENE,EFEMP2,NA,None
NCBIGene:826552,GENE,AT4G09660,NA,None
HP:0002718,DISO,Recurrent bacterial infections,NA,None
WBPhenotype:0001794,DISO,cytoplasmic processing body variant,NA,None
NCBIGene:100551790,GENE,acp5,NA,None
MP:0008561,DISO,decreased tumor necrosis factor secretion,NA,None
AQTLTrait:1330,GENO,Channel fat weight,NA,None
RGD:1305107,GENE,Srpk2,NA,None
WBPhenotype:0000291,DISO,no oocytes,NA,None
FBbt:00001717PHENOTYPE,DISO,Drosophila corpus cardiacum primordium phenotype,NA,None
WBPhenotype:0000438,DISO,retarded heterochronic variations,NA,None
NCBIGene:64753,GENE,CCDC136,NA,None
UBERON:0002115,ANAT,jejunum,NA,None
NCBIGene:100521780,GENE,MAFK,NA,None
MESH:D003528,DISO,"Carcinoma, Adenoid Cystic",NA,None
UBERON:0000945,ANAT,stomach,NA,None
NCBIGene:833871,GENE,bZIP43,NA,None
NCBIGene:415370,GENE,CA12,NA,None
ZFIN:ZDB-GENE-050809-119,GENE,aqp9a,NA,None
MP:0009230,DISO,abnormal sperm head morphology,NA,None
MP:0008918,DISO,microgliosis,NA,None
Coriell:GM25347,GENO,NIGMS-GM25347,NA,None
WBPhenotype:0001586,DISO,multiple anchor cells,NA,None
NCBIGene:417829,GENE,GNS,NA,None
ZFIN:ZDB-GENE-060810-84,GENE,si:dkey-91m3.1,NA,None
MP:0002801,DISO,abnormal long term object recognition memory,NA,None
NCBIGene:452259,GENE,TRAFD1,NA,None
NCBIGene:100566441,GENE,lingo1,NA,None
HP:0000961,DISO,Cyanosis,NA,None
WBPhenotype:0000583,DISO,dumpy,NA,None
MP:0003448,DISO,abnormal tumor morphology,NA,None
HP:0001627,DISO,Abnormal heart morphology,NA,None
ZFIN:ZDB-GENE-061110-88,GENE,ubc,NA,None
HP:0011069,DISO,Increased number of teeth,NA,None
FBbt:00004323PHENOTYPE,DISO,Drosophila wing sensillum phenotype,NA,None
ZFIN:ZDB-GENE-060216-4,GENE,pld2,NA,None
